Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
December 31 2022,King,WA,Passenger,48123,12233,60356,1334434,1394790,4.33
April 30 2021,Monterey,CA,Passenger,0,2,2,162,164,1.22
May 31 2019,Harnett,NC,Passenger,1,1,2,221,223,0.90
May 31 2024,San Diego,CA,Truck,1,0,1,373,374,0.27
September 30 2017,Shelby,TN,Passenger,0,1,1,109,110,0.91
March 31 2021,Morris,NJ,Passenger,1,0,1,15,16,6.25
May 31 2023,Clark,WA,Truck,90,0,90,81418,81508,0.11
June 30 2022,Pend Oreille,WA,Passenger,17,11,28,9043,9071,0.31
March 31 2019,Alameda,CA,Passenger,2,2,4,329,333,1.20
November 30 2022,Louisa,VA,Passenger,0,1,1,1,2,50.00
February 28 2022,Camden,NJ,Passenger,0,1,1,13,14,7.14
January 31 2021,Stevens,WA,Truck,0,0,0,18745,18745,0.00
September 30 2019,El Paso,CO,Passenger,3,2,5,748,753,0.66
May 31 2017,Charles,MD,Passenger,0,1,1,91,92,1.09
October 31 2019,Cook,IL,Passenger,1,0,1,245,246,0.41
June 30 2018,Riverside,CA,Passenger,2,2,4,709,713,0.56
March 31 2023,Pacific,WA,Truck,3,0,3,7812,7815,0.04
January 31 2017,Norfolk,MA,Passenger,1,0,1,40,41,2.44
June 30 2021,Larimer,CO,Passenger,1,0,1,44,45,2.22
December 31 2019,Vigo,IN,Passenger,1,0,1,6,7,14.29
May 31 2017,Island,WA,Truck,0,0,0,20524,20524,0.00
October 31 2018,Franklin,WA,Truck,0,0,0,18946,18946,0.00
October 31 2017,Island,WA,Truck,0,0,0,20591,20591,0.00
July 31 2023,Los Angeles,CA,Passenger,6,4,10,658,668,1.50
May 31 2023,Contra Costa,CA,Passenger,1,3,4,177,181,2.21
January 31 2017,King,WA,Truck,8,1,9,191050,191059,0.00
December 31 2017,Okanogan,WA,Truck,0,0,0,16267,16267,0.00
July 31 2018,Gwinnett,GA,Passenger,0,1,1,85,86,1.16
July 31 2023,Muscogee,GA,Passenger,0,1,1,100,101,0.99
July 31 2022,Wichita,TX,Passenger,1,0,1,41,42,2.38
January 31 2023,Okanogan,WA,Truck,2,0,2,16430,16432,0.01
April 30 2023,Grant,WA,Truck,10,0,10,27970,27980,0.04
April 30 2018,San Francisco,CA,Passenger,0,1,1,136,137,0.73
August 31 2017,Maui,HI,Passenger,1,0,1,70,71,1.41
January 31 2020,Spokane,WA,Truck,1,0,1,96870,96871,0.00
October 31 2022,Fairbanks North Star,AK,Passenger,0,1,1,72,73,1.37
December 31 2018,Flathead,MT,Passenger,1,0,1,61,62,1.61
March 31 2024,Douglas,NE,Passenger,0,1,1,26,27,3.70
December 31 2023,Clark,WA,Passenger,7159,2642,9801,313651,323452,3.03
May 31 2019,Dakota,MN,Passenger,0,2,2,34,36,5.56
December 31 2017,Utah,UT,Passenger,0,1,1,145,146,0.68
October 31 2020,Broward,FL,Passenger,1,1,2,113,115,1.74
September 30 2018,Clark,WA,Passenger,1089,784,1873,309663,311536,0.60
June 30 2020,Chelan,WA,Passenger,231,78,309,54177,54486,0.57
March 31 2022,Queens,NY,Passenger,1,0,1,51,52,1.92
July 31 2019,New London,CT,Passenger,0,1,1,238,239,0.42
February 28 2019,El Paso,TX,Passenger,2,0,2,492,494,0.40
July 31 2017,Essex,NJ,Passenger,1,0,1,16,17,5.88
March 31 2017,Asotin,WA,Passenger,5,2,7,12331,12338,0.06
January 31 2019,Larimer,CO,Passenger,1,0,1,57,58,1.72
August 31 2022,Clallam,WA,Truck,4,0,4,21858,21862,0.02
February 28 2023,Moore,NC,Passenger,0,1,1,106,107,0.93
June 30 2023,Bexar,TX,Passenger,2,3,5,385,390,1.28
November 30 2023,Laramie,WY,Passenger,1,0,1,26,27,3.70
May 31 2019,Kootenai,ID,Passenger,1,2,3,221,224,1.34
July 31 2017,Orange,CA,Passenger,3,1,4,637,641,0.62
February 28 2021,Lake,FL,Passenger,1,0,1,24,25,4.00
August 31 2022,DeKalb,GA,Passenger,1,0,1,50,51,1.96
November 30 2020,Hillsborough,FL,Passenger,0,1,1,175,176,0.57
March 31 2022,Henrico,VA,Passenger,0,1,1,15,16,6.25
May 31 2020,Cowlitz,WA,Truck,0,0,0,28751,28751,0.00
April 30 2022,Clark,WA,Passenger,3861,1690,5551,317512,323063,1.72
May 31 2022,Pend Oreille,WA,Passenger,16,11,27,9001,9028,0.30
December 31 2020,District of Columbia,DC,Passenger,2,1,3,189,192,1.56
July 31 2017,Sumter,FL,Passenger,0,1,1,10,11,9.09
November 30 2021,Rockdale,GA,Passenger,1,0,1,6,7,14.29
February 28 2023,Wilson,TX,Passenger,0,1,1,3,4,25.00
August 31 2017,Spokane,WA,Passenger,268,220,488,297357,297845,0.16
April 30 2022,Lincoln,WA,Passenger,7,18,25,7660,7685,0.33
January 31 2018,Ferry,WA,Passenger,1,3,4,4409,4413,0.09
October 31 2023,El Paso,TX,Passenger,3,0,3,272,275,1.09
February 28 2022,Rockingham,NH,Passenger,1,0,1,18,19,5.26
October 31 2021,Platte,MO,Passenger,1,0,1,20,21,4.76
May 31 2022,Platte,MO,Passenger,1,0,1,23,24,4.17
December 31 2018,Ferry,WA,Passenger,3,2,5,4386,4391,0.11
March 31 2019,Virginia Beach,VA,Passenger,1,1,2,688,690,0.29
December 31 2019,Clay,FL,Passenger,0,1,1,87,88,1.14
November 30 2021,Pulaski,MO,Passenger,2,0,2,129,131,1.53
February 28 2023,Pend Oreille,WA,Truck,0,0,0,5581,5581,0.00
December 31 2022,Hamilton,OH,Passenger,1,0,1,34,35,2.86
March 31 2022,Washington,MD,Passenger,2,0,2,12,14,14.29
February 29 2020,Benton,WA,Truck,0,0,0,42567,42567,0.00
July 31 2021,Pend Oreille,WA,Truck,0,0,0,5743,5743,0.00
May 31 2019,Pacific,WA,Truck,0,0,0,7654,7654,0.00
November 30 2018,Dale,AL,Passenger,0,1,1,54,55,1.82
September 30 2019,Portsmouth,VA,Passenger,0,1,1,77,78,1.28
January 31 2023,Monterey,CA,Passenger,0,4,4,144,148,2.70
October 31 2021,Santa Clara,CA,Passenger,9,2,11,269,280,3.93
January 31 2023,Grant,WA,Truck,5,0,5,28010,28015,0.02
August 31 2023,Whatcom,WA,Truck,66,0,66,42648,42714,0.15
June 30 2019,Wahkiakum,WA,Truck,0,0,0,1754,1754,0.00
June 30 2022,San Juan,WA,Passenger,513,157,670,14049,14719,4.55
November 30 2018,Ferry,WA,Passenger,3,2,5,4386,4391,0.11
April 30 2019,Harnett,NC,Passenger,1,1,2,220,222,0.90
September 30 2018,Marion,IN,Passenger,1,0,1,120,121,0.83
July 31 2018,Montgomery,PA,Passenger,2,0,2,34,36,5.56
December 31 2017,Ramsey,MN,Passenger,1,0,1,41,42,2.38
February 28 2023,Carroll,MD,Passenger,0,1,1,19,20,5.00
December 31 2018,Douglas,WA,Passenger,50,34,84,28004,28088,0.30
March 31 2021,Chesapeake,VA,Passenger,0,2,2,418,420,0.48
November 30 2021,Collier,FL,Passenger,1,0,1,21,22,4.55
December 31 2022,Jefferson,WA,Truck,6,0,6,9356,9362,0.06
January 31 2019,Douglas,NE,Passenger,0,1,1,68,69,1.45
November 30 2020,Sumter,FL,Passenger,0,1,1,10,11,9.09
December 31 2022,Arapahoe,CO,Passenger,0,1,1,89,90,1.11
February 28 2022,Santa Cruz,CA,Passenger,1,0,1,30,31,3.23
February 28 2021,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.00
November 30 2021,Walla Walla,WA,Passenger,137,84,221,36370,36591,0.60
June 30 2018,Kittitas,WA,Passenger,48,32,80,28918,28998,0.28
September 30 2019,Kitsap,WA,Truck,1,0,1,54201,54202,0.00
October 31 2021,Lee,FL,Passenger,1,0,1,39,40,2.50
June 30 2023,Saratoga,NY,Passenger,1,1,2,34,36,5.56
April 30 2022,Orange,NC,Passenger,0,1,1,10,11,9.09
April 30 2020,Jones,GA,Passenger,1,0,1,1,2,50.00
October 31 2023,Franklin,WA,Truck,7,0,7,20942,20949,0.03
September 30 2021,Cumberland,NC,Passenger,0,4,4,428,432,0.93
October 31 2023,Lincoln,WA,Truck,0,0,0,4808,4808,0.00
June 30 2022,Ventura,CA,Passenger,1,3,4,251,255,1.57
March 31 2018,Latah,ID,Passenger,0,1,1,81,82,1.22
November 30 2023,DuPage,IL,Passenger,2,1,3,31,34,8.82
March 31 2019,Mercer,NJ,Passenger,0,1,1,17,18,5.56
May 31 2018,Lee,AL,Passenger,1,0,1,33,34,2.94
May 31 2021,Grays Harbor,WA,Passenger,161,139,300,49337,49637,0.60
March 31 2021,Adams,WA,Passenger,10,7,17,12987,13004,0.13
May 31 2023,Salt Lake,UT,Passenger,1,1,2,125,127,1.57
October 31 2018,Douglas,NE,Passenger,0,1,1,70,71,1.41
October 31 2018,Clay,FL,Passenger,0,1,1,92,93,1.08
August 31 2019,Twin Falls,ID,Passenger,0,1,1,28,29,3.45
April 30 2023,Virginia Beach,VA,Truck,1,0,1,112,113,0.88
October 31 2018,Bexar,TX,Passenger,3,4,7,733,740,0.95
September 30 2017,Skagit,WA,Truck,1,0,1,31542,31543,0.00
December 31 2020,St. Louis,MO,Passenger,1,0,1,101,102,0.98
December 31 2017,Missoula,MT,Passenger,1,0,1,68,69,1.45
April 30 2022,Dallas,TX,Passenger,1,0,1,131,132,0.76
June 30 2020,Walla Walla,WA,Passenger,73,62,135,35817,35952,0.38
March 31 2022,Charles,MD,Passenger,0,1,1,66,67,1.49
June 30 2019,Albemarle,VA,Passenger,1,0,1,24,25,4.00
August 31 2019,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.00
January 31 2019,Maui,HI,Passenger,2,0,2,53,55,3.64
October 31 2022,Broward,FL,Passenger,1,0,1,73,74,1.35
December 31 2018,San Mateo,CA,Passenger,2,1,3,134,137,2.19
December 31 2019,Hawaii,HI,Passenger,1,0,1,63,64,1.56
August 31 2023,San Diego,CA,Truck,1,0,1,433,434,0.23
June 30 2021,Saginaw,MI,Passenger,1,0,1,9,10,10.00
September 30 2017,Chelan,WA,Passenger,75,37,112,52502,52614,0.21
April 30 2018,Clallam,WA,Truck,0,0,0,21360,21360,0.00
May 31 2023,Nueces,TX,Passenger,0,1,1,54,55,1.82
April 30 2020,Allegheny,PA,Passenger,2,0,2,85,87,2.30
August 31 2023,Kitsap,WA,Truck,84,0,84,52122,52206,0.16
August 31 2022,Lincoln,WA,Truck,0,0,0,4841,4841,0.00
February 28 2022,Asotin,WA,Truck,0,0,0,6732,6732,0.00
October 31 2021,Douglas,WA,Passenger,104,51,155,28569,28724,0.54
October 31 2019,Santa Clara,CA,Passenger,6,2,8,376,384,2.08
February 28 2022,Rockdale,GA,Passenger,1,0,1,6,7,14.29
February 29 2020,Stafford,VA,Passenger,1,1,2,98,100,2.00
May 31 2020,Tulsa,OK,Passenger,1,1,2,53,55,3.64
October 31 2023,Lee,AL,Passenger,1,0,1,12,13,7.69
March 31 2022,Kitsap,WA,Passenger,2273,1005,3278,178886,182164,1.80
April 30 2017,Honolulu,HI,Passenger,4,2,6,612,618,0.97
September 30 2019,Garfield,WA,Passenger,0,1,1,1309,1310,0.08
February 28 2021,Loudoun,VA,Passenger,1,0,1,73,74,1.35
September 30 2020,Carroll,NH,Passenger,0,1,1,4,5,20.00
June 30 2020,DuPage,IL,Passenger,4,0,4,63,67,5.97
May 31 2024,Lake,IN,Passenger,0,1,1,4,5,20.00
September 30 2020,Harford,MD,Passenger,0,1,1,59,60,1.67
April 30 2024,Contra Costa,CA,Passenger,2,2,4,131,135,2.96
May 31 2022,Hillsborough,FL,Passenger,1,2,3,134,137,2.19
April 30 2022,Arlington,VA,Passenger,1,0,1,138,139,0.72
July 31 2022,San Juan,WA,Truck,4,0,4,5943,5947,0.07
August 31 2017,Collin,TX,Passenger,0,1,1,147,148,0.68
September 30 2021,Carroll,NH,Passenger,0,1,1,4,5,20.00
June 30 2019,Kitsap,WA,Truck,1,0,1,54085,54086,0.00
January 31 2023,Contra Costa,CA,Passenger,0,3,3,195,198,1.52
November 30 2022,Cook,IL,Passenger,2,0,2,188,190,1.05
January 31 2022,Larimer,CO,Passenger,1,0,1,43,44,2.27
February 28 2022,San Diego,CA,Passenger,17,5,22,2504,2526,0.87
June 30 2021,Whitman,WA,Truck,0,0,0,8584,8584,0.00
September 30 2020,Lake,IL,Passenger,1,0,1,175,176,0.57
April 30 2024,Larimer,CO,Passenger,1,0,1,15,16,6.25
April 30 2022,Mercer,NJ,Passenger,0,1,1,11,12,8.33
July 31 2021,Clark,WA,Truck,0,0,0,84216,84216,0.00
October 31 2017,Benton,WA,Truck,0,0,0,40388,40388,0.00
September 30 2023,Ferry,WA,Truck,0,0,0,3546,3546,0.00
August 31 2017,Riverside,CA,Passenger,1,2,3,781,784,0.38
June 30 2022,Lincoln,OR,Passenger,0,1,1,31,32,3.12
August 31 2023,Sarpy,NE,Passenger,1,0,1,59,60,1.67
September 30 2022,Deschutes,OR,Passenger,2,0,2,90,92,2.17
September 30 2020,Sedgwick,KS,Passenger,1,1,2,95,97,2.06
December 31 2023,El Dorado,CA,Passenger,1,0,1,18,19,5.26
July 31 2017,Adams,WA,Truck,0,0,0,5123,5123,0.00
June 30 2024,Miami-Dade,FL,Passenger,1,0,1,40,41,2.44
April 30 2017,New London,CT,Passenger,1,0,1,252,253,0.40
September 30 2021,Kings,NY,Passenger,1,0,1,72,73,1.37
February 28 2022,Portsmouth,VA,Passenger,0,1,1,76,77,1.30
June 30 2023,Kootenai,ID,Truck,1,0,1,28,29,3.45
February 28 2023,Isle of Wight,VA,Passenger,0,1,1,19,20,5.00
November 30 2021,Montgomery,MD,Passenger,3,2,5,220,225,2.22
June 30 2019,Franklin,WA,Truck,0,0,0,19265,19265,0.00
August 31 2018,Montgomery,MD,Passenger,1,0,1,288,289,0.35
May 31 2024,Hudson,NJ,Passenger,2,0,2,15,17,11.76
October 31 2020,Sacramento,CA,Passenger,1,1,2,268,270,0.74
July 31 2021,Norfolk,VA,Passenger,2,3,5,325,330,1.52
November 30 2021,Saratoga,NY,Passenger,1,0,1,40,41,2.44
February 28 2023,Middlesex,NJ,Passenger,1,0,1,21,22,4.55
May 31 2017,Stevens,WA,Passenger,8,23,31,31323,31354,0.10
March 31 2022,Whitman,WA,Passenger,79,54,133,22001,22134,0.60
December 31 2022,Whatcom,WA,Truck,26,0,26,43040,43066,0.06
August 31 2022,Platte,MO,Passenger,1,0,1,23,24,4.17
October 31 2019,Santa Fe,NM,Passenger,0,1,1,43,44,2.27
May 31 2021,Morris,NJ,Passenger,1,0,1,13,14,7.14
August 31 2023,Essex,NJ,Passenger,2,0,2,8,10,20.00
June 30 2019,Ferry,WA,Truck,0,0,0,3571,3571,0.00
October 31 2023,San Bernardino,CA,Passenger,3,1,4,292,296,1.35
June 30 2024,San Juan,WA,Truck,32,0,32,5725,5757,0.56
October 31 2017,Sangamon,IL,Passenger,1,0,1,11,12,8.33
February 28 2017,Adams,WA,Passenger,2,2,4,12125,12129,0.03
June 30 2024,Grant,WA,Passenger,434,191,625,65927,66552,0.94
October 31 2018,Tarrant,TX,Passenger,1,0,1,208,209,0.48
November 30 2017,Santa Rosa,FL,Passenger,1,0,1,108,109,0.92
August 31 2020,Virginia Beach,VA,Passenger,1,0,1,660,661,0.15
November 30 2020,Fort Bend,TX,Passenger,1,0,1,41,42,2.38
October 31 2021,DuPage,IL,Passenger,3,1,4,55,59,6.78
February 28 2021,Wilson,TX,Passenger,0,1,1,6,7,14.29
February 28 2018,Lumpkin,GA,Passenger,1,0,1,7,8,12.50
January 31 2021,Thurston,WA,Truck,0,0,0,56411,56411,0.00
December 31 2021,Wichita,TX,Passenger,1,0,1,44,45,2.22
April 30 2023,Multnomah,OR,Passenger,2,2,4,470,474,0.84
April 30 2021,Klickitat,WA,Truck,0,0,0,8240,8240,0.00
August 31 2021,Howard,MD,Passenger,0,1,1,68,69,1.45
February 29 2024,Burlington,NJ,Passenger,0,2,2,76,78,2.56
September 30 2020,Thurston,WA,Passenger,1210,752,1962,197009,198971,0.99
October 31 2021,Whitman,WA,Passenger,63,58,121,21892,22013,0.55
November 30 2023,Columbia,WA,Passenger,12,0,12,2415,2427,0.49
December 31 2023,District of Columbia,DC,Passenger,3,0,3,137,140,2.14
January 31 2021,Lake,IL,Passenger,2,0,2,172,174,1.15
June 30 2022,Columbia,OR,Passenger,1,0,1,19,20,5.00
February 28 2018,Shelby,TN,Passenger,0,1,1,107,108,0.93
February 28 2021,Hawaii,HI,Passenger,1,0,1,54,55,1.82
February 29 2020,Kent,MI,Passenger,0,1,1,26,27,3.70
April 30 2018,Walla Walla,WA,Passenger,34,40,74,35450,35524,0.21
March 31 2023,Whatcom,WA,Truck,48,0,48,42886,42934,0.11
May 31 2017,Columbia,WA,Truck,0,0,0,1538,1538,0.00
July 31 2022,Frederick,MD,Passenger,1,0,1,62,63,1.59
October 31 2019,Suffolk,MA,Passenger,0,1,1,40,41,2.44
December 31 2020,Oldham,KY,Passenger,0,1,1,4,5,20.00
October 31 2019,Kittitas,WA,Truck,0,0,0,14622,14622,0.00
August 31 2017,Adams,WA,Truck,0,0,0,5097,5097,0.00
April 30 2021,Plaquemines,LA,Passenger,0,1,1,18,19,5.26
August 31 2021,Alexandria,VA,Passenger,3,0,3,121,124,2.42
December 31 2018,Deschutes,OR,Passenger,3,0,3,177,180,1.67
May 31 2018,Ada,ID,Passenger,0,2,2,344,346,0.58
November 30 2019,New Haven,CT,Passenger,0,2,2,46,48,4.17
May 31 2024,Galveston,TX,Passenger,0,1,1,14,15,6.67
August 31 2018,King,WA,Passenger,13802,5937,19739,1373223,1392962,1.42
November 30 2019,Spokane,WA,Truck,1,0,1,96185,96186,0.00
April 30 2018,Columbia,WA,Truck,0,0,0,1523,1523,0.00
July 31 2017,Bergen,NJ,Passenger,0,2,2,30,32,6.25
August 31 2020,Kittitas,WA,Passenger,109,47,156,29760,29916,0.52
July 31 2023,Asotin,WA,Passenger,37,23,60,12352,12412,0.48
February 28 2017,Clallam,WA,Passenger,75,64,139,47979,48118,0.29
June 30 2019,Riverside,CA,Passenger,2,2,4,667,671,0.60
August 31 2022,Columbia,OR,Passenger,1,0,1,19,20,5.00
October 31 2021,Larimer,CO,Passenger,1,0,1,43,44,2.27
September 30 2017,DeKalb,GA,Passenger,1,0,1,86,87,1.15
June 30 2024,Houston,GA,Passenger,1,0,1,28,29,3.45
June 30 2023,Geary,KS,Passenger,1,0,1,70,71,1.41
May 31 2020,Twin Falls,ID,Passenger,0,1,1,29,30,3.33
November 30 2018,Eagle,CO,Passenger,1,0,1,5,6,16.67
July 31 2019,Pacific,WA,Passenger,24,30,54,16023,16077,0.34
October 31 2022,Kootenai,ID,Passenger,0,1,1,153,154,0.65
April 30 2022,Kern,CA,Passenger,0,1,1,200,201,0.50
May 31 2017,Nueces,TX,Passenger,0,1,1,98,99,1.01
January 31 2024,Lee,AL,Passenger,1,0,1,12,13,7.69
November 30 2021,Bartow,GA,Passenger,0,1,1,4,5,20.00
January 31 2020,Santa Rosa,FL,Passenger,1,0,1,91,92,1.09
May 31 2022,Clark,WA,Truck,5,0,5,82846,82851,0.01
April 30 2019,Cascade,MT,Passenger,0,1,1,62,63,1.59
January 31 2020,Clark,WA,Truck,0,0,0,81739,81739,0.00
April 30 2024,Placer,CA,Passenger,1,0,1,56,57,1.75
January 31 2022,Geary,KS,Passenger,1,0,1,94,95,1.05
July 31 2022,Kittitas,WA,Passenger,277,86,363,29666,30029,1.21
December 31 2020,Miami-Dade,FL,Passenger,1,0,1,102,103,0.97
October 31 2023,San Joaquin,CA,Passenger,1,1,2,70,72,2.78
October 31 2020,Suffolk,MA,Passenger,0,2,2,38,40,5.00
February 28 2021,Ulster,NY,Passenger,1,0,1,12,13,7.69
May 31 2020,Carson City,NV,Passenger,1,0,1,10,11,9.09
August 31 2019,Franklin,MA,Passenger,0,1,1,2,3,33.33
October 31 2019,Snohomish,WA,Truck,0,0,0,122988,122988,0.00
September 30 2017,Columbia,WA,Passenger,1,1,2,2378,2380,0.08
June 30 2023,Wayne,MI,Passenger,0,1,1,41,42,2.38
February 28 2022,Nassau,NY,Passenger,3,0,3,35,38,7.89
January 31 2021,Kitsap,WA,Passenger,1607,764,2371,179186,181557,1.31
January 31 2017,Klickitat,WA,Passenger,20,22,42,14793,14835,0.28
October 31 2021,Collin,TX,Passenger,3,0,3,118,121,2.48
May 31 2024,Cumberland,NC,Passenger,2,2,4,272,276,1.45
March 31 2017,Bexar,TX,Passenger,1,2,3,1094,1097,0.27
October 31 2023,Skamania,WA,Truck,1,0,1,3813,3814,0.03
April 30 2024,Norfolk,VA,Passenger,0,1,1,243,244,0.41
June 30 2023,Doña Ana,NM,Passenger,1,0,1,11,12,8.33
September 30 2020,Charles,MD,Passenger,1,1,2,80,82,2.44
November 30 2023,Tooele,UT,Passenger,2,0,2,10,12,16.67
September 30 2022,Jefferson,WA,Truck,3,0,3,9374,9377,0.03
March 31 2023,King,WA,Truck,567,2,569,176545,177114,0.32
February 28 2023,Grays Harbor,WA,Truck,2,0,2,21036,21038,0.01
June 30 2024,Adams,WA,Passenger,32,18,50,12708,12758,0.39
November 30 2018,Cook,IL,Passenger,1,0,1,254,255,0.39
March 31 2024,Arapahoe,CO,Passenger,1,1,2,64,66,3.03
April 30 2024,Collier,FL,Passenger,1,0,1,10,11,9.09
July 31 2021,Mercer,NJ,Passenger,0,1,1,11,12,8.33
September 30 2018,DeKalb,IN,Passenger,1,0,1,1,2,50.00
September 30 2018,Yakima,WA,Truck,0,0,0,58678,58678,0.00
May 31 2017,Pima,AZ,Passenger,0,2,2,462,464,0.43
December 31 2019,Douglas,NE,Passenger,0,1,1,61,62,1.61
September 30 2023,Klickitat,WA,Passenger,174,68,242,15119,15361,1.58
January 31 2021,Alexandria,VA,Passenger,3,0,3,130,133,2.26
June 30 2023,Asotin,WA,Truck,0,0,0,6631,6631,0.00
April 30 2021,Jefferson,WA,Truck,0,0,0,9616,9616,0.00
July 31 2019,Asotin,WA,Truck,0,0,0,6660,6660,0.00
July 31 2017,San Mateo,CA,Passenger,0,1,1,153,154,0.65
April 30 2017,Franklin,MA,Passenger,0,1,1,4,5,20.00
March 31 2019,Skagit,WA,Passenger,282,189,471,91317,91788,0.51
September 30 2019,San Juan,WA,Truck,0,0,0,5914,5914,0.00
July 31 2019,Allegheny,PA,Passenger,2,0,2,87,89,2.25
July 31 2023,New London,CT,Passenger,2,3,5,173,178,2.81
February 28 2022,Queens,NY,Passenger,1,0,1,52,53,1.89
March 31 2018,Hawaii,HI,Passenger,1,0,1,82,83,1.20
May 31 2018,St. Lucie,FL,Passenger,1,0,1,27,28,3.57
January 31 2020,Spokane,WA,Passenger,683,467,1150,316625,317775,0.36
December 31 2021,Duval,FL,Passenger,0,2,2,334,336,0.60
October 31 2021,Benton,WA,Truck,0,0,0,43698,43698,0.00
March 31 2017,Allegheny,PA,Passenger,1,0,1,91,92,1.09
April 30 2018,Norfolk,MA,Passenger,1,0,1,38,39,2.56
April 30 2019,Lee,FL,Passenger,1,0,1,52,53,1.89
March 31 2022,Rockdale,GA,Passenger,1,0,1,6,7,14.29
September 30 2022,Charles,MD,Passenger,1,1,2,57,59,3.39
November 30 2023,Kootenai,ID,Truck,1,0,1,23,24,4.17
November 30 2021,Monterey,CA,Passenger,0,3,3,159,162,1.85
December 31 2022,El Paso,CO,Passenger,3,3,6,569,575,1.04
February 29 2024,Prince William,VA,Passenger,2,4,6,141,147,4.08
May 31 2021,Ferry,WA,Truck,0,0,0,3663,3663,0.00
May 31 2022,Rock Island,IL,Passenger,0,1,1,14,15,6.67
June 30 2021,Pierce,WA,Truck,0,0,0,145946,145946,0.00
November 30 2020,Eagle,CO,Passenger,1,0,1,7,8,12.50
June 30 2017,Polk,FL,Passenger,1,0,1,68,69,1.45
March 31 2020,Alameda,CA,Passenger,3,1,4,294,298,1.34
February 28 2018,Utah,UT,Passenger,0,1,1,144,145,0.69
December 31 2017,Okaloosa,FL,Passenger,1,0,1,185,186,0.54
June 30 2019,Oklahoma,OK,Passenger,0,1,1,131,132,0.76
September 30 2023,Santa Cruz,CA,Passenger,1,0,1,22,23,4.35
May 31 2022,Plaquemines,LA,Passenger,1,1,2,20,22,9.09
August 31 2017,Adams,WA,Passenger,3,3,6,12180,12186,0.05
May 31 2018,Lincoln,WA,Passenger,2,6,8,7642,7650,0.10
September 30 2017,Norfolk,VA,Passenger,1,1,2,314,316,0.63
February 29 2020,Grays Harbor,WA,Truck,0,0,0,20805,20805,0.00
August 31 2017,Grant,WA,Truck,0,0,0,25349,25349,0.00
January 31 2022,Nueces,TX,Passenger,1,1,2,66,68,2.94
December 31 2022,Stafford,VA,Passenger,3,1,4,87,91,4.40
January 31 2020,Hawaii,HI,Passenger,1,0,1,64,65,1.54
October 31 2022,Carroll,NH,Passenger,0,1,1,4,5,20.00
February 28 2021,Nueces,TX,Passenger,1,0,1,83,84,1.19
May 31 2022,Kitsap,WA,Truck,3,0,3,53588,53591,0.01
December 31 2018,Shasta,CA,Passenger,1,0,1,43,44,2.27
April 30 2024,Onslow,NC,Passenger,0,1,1,115,116,0.86
September 30 2022,St. Lawrence,NY,Passenger,1,0,1,4,5,20.00
February 28 2018,Jefferson,CO,Passenger,0,1,1,69,70,1.43
July 31 2022,Rogers,OK,Passenger,1,0,1,5,6,16.67
August 31 2023,Rockdale,GA,Passenger,1,0,1,5,6,16.67
April 30 2017,Cowlitz,WA,Passenger,52,48,100,69316,69416,0.14
November 30 2020,Wahkiakum,WA,Passenger,6,6,12,3038,3050,0.39
January 31 2018,Columbia,WA,Passenger,2,1,3,2400,2403,0.12
May 31 2023,Grant,WA,Truck,10,0,10,27998,28008,0.04
February 28 2022,Ferry,WA,Truck,0,0,0,3566,3566,0.00
June 30 2021,Portsmouth,VA,Passenger,0,1,1,76,77,1.30
January 31 2023,Champaign,IL,Passenger,1,0,1,11,12,8.33
June 30 2022,El Paso,TX,Passenger,3,0,3,356,359,0.84
November 30 2020,Stafford,VA,Passenger,1,1,2,102,104,1.92
November 30 2021,Lake,IN,Passenger,0,1,1,9,10,10.00
December 31 2018,Garfield,OK,Passenger,1,0,1,15,16,6.25
June 30 2020,San Mateo,CA,Passenger,0,1,1,123,124,0.81
October 31 2017,Orleans,LA,Passenger,0,1,1,46,47,2.13
April 30 2022,Douglas,CO,Passenger,0,1,1,87,88,1.14
June 30 2024,Mobile,AL,Passenger,1,0,1,20,21,4.76
September 30 2018,King,WA,Passenger,14203,6078,20281,1373459,1393740,1.46
February 28 2019,Klickitat,WA,Passenger,30,32,62,15446,15508,0.40
August 31 2022,Clackamas,OR,Passenger,2,0,2,147,149,1.34
October 31 2019,Jefferson,NY,Passenger,0,1,1,212,213,0.47
August 31 2023,El Paso,TX,Passenger,3,0,3,285,288,1.04
August 31 2020,Palm Beach,FL,Passenger,0,2,2,81,83,2.41
December 31 2019,Williamson,TX,Passenger,0,2,2,153,155,1.29
August 31 2023,Fredericksburg,VA,Passenger,1,0,1,5,6,16.67
November 30 2019,Carson City,NV,Passenger,1,0,1,10,11,9.09
August 31 2020,Arapahoe,CO,Passenger,1,0,1,137,138,0.72
May 31 2024,Skagit,WA,Truck,47,0,47,31103,31150,0.15
October 31 2022,Pinal,AZ,Passenger,0,1,1,123,124,0.81
August 31 2021,Lake,FL,Passenger,1,0,1,25,26,3.85
February 29 2020,Hawaii,HI,Passenger,1,0,1,64,65,1.54
June 30 2023,Klickitat,WA,Passenger,151,64,215,15124,15339,1.40
June 30 2019,Duval,FL,Passenger,1,2,3,376,379,0.79
